ENTRY ,AEL VRH bulk modulus ,AEL elastic anisotropy ,AEL Poisson ratio ,AEL VRH shear modulus ,space group ,Pearson symbol ,DATA
Al8C2O8 [e285be3c92c9b42d],129.172,0.21018,0.277917,67.3448,36 - Cmc21,oS36,"[API, Out, JSON ]"
Al8C8Si2 [e848922840b1944a],156.225,1.63434,0.313407,66.5837,186 - P63mc,hP18,"[API, Out, JSON ]"
Al8Ce2Ni2 [64b3448f47ce6f17],95.86,0.224054,0.218915,66.3167,63 - Cmcm,oS24,"[API, Out, JSON ]"
Al8Co2La2 [c364e51076447dbf],88.231,0.332707,0.224059,59.6701,51 - Pmma,oP12,"[API, Out, JSON ]"
Al8Dy1Mn4 [c47d8c45db4e7bcf],130.601,0.327311,0.222399,88.9763,139 - I4/mmm,tI26,"[API, Out, JSON ]"
Al8Er1Mn4 [6f0732afe248a994],132.413,0.324991,0.22246,90.1867,139 - I4/mmm,tI26,"[API, Out, JSON ]"
Al8Er2Ni2 [b2cf0006f4189169],99.2219,0.315533,0.245481,60.829,63 - Cmcm,oS24,"[API, Out, JSON ]"
Al8Fe4La1 [3a2dc373e1137737],88.5876,0.633717,0.268139,48.591,139 - I4/mmm,tI26,"[API, Out, JSON ]"
Al8Fe4Y1 [2e23c47fe4d7aa38],90.711,2.68079,0.308204,39.8976,139 - I4/mmm,tI26,"[API, Out, JSON ]"
Al8In6Sr22 [eb972e8b61cf638b],24.5541,0.177353,0.257509,14.2046,225 - Fm3m,cF144,"[API, Out, JSON ]"
Al8Ni2Tb2 [616cfc3b5aa78090],95.9113,0.287942,0.240357,60.231,63 - Cmcm,oS24,"[API, Out, JSON ]"
Al8O20Si4 [4614a2f5cd447ca6],144.014,0.18473,0.24368,89.043,58 - Pnnm,oP32,"[API, Out, JSON ]"
Al9Ba1Co2 [3358587bf9e7098d],84.9363,0.127276,0.201418,63.3263,191 - P6/mmm,hP12,"[API, Out, JSON ]"
Al9Ba1Ni2 [6f2fea1877e92f96],79.2764,0.19818,0.249074,47.7773,191 - P6/mmm,hP12,"[API, Out, JSON ]"
Al9Co2Sr1 [4e1bfd5c51c6e7ab],87.1694,0.0577141,0.204001,64.2909,191 - P6/mmm,hP12,"[API, Out, JSON ]"
Al9Er3Ni6 [c79394e4f67f0a4d],116.167,0.0472713,0.246336,70.9294,191 - P6/mmm,hP18,"[API, Out, JSON ]"
As12Os4Th1 [64fe7bb3f42e5ce7],135.614,0.0869203,0.22424,91.6409,204 - Im3,cI34,"[API, Out, JSON ]"
As1B2P1 [2a3d8ff4b637ab68],146.702,0.143242,0.134117,141.984,115 - P4m2,tP4,"[API, Out, JSON ]"
As1Ba1Li1 [bdef8ab58e76c7a6],34.2294,0.392608,0.225878,22.9624,187 - P6m2,hP3,"[API, Out, JSON ]"
As1Ba1Pd1 [df8b242db1e5fd9c],58.6726,0.304698,0.323488,23.4753,187 - P6m2,hP3,"[API, Out, JSON ]"
As1Cd1Li1 [f818510c8952b114],48.2611,9.62744,0.472189,2.73508,216 - F43m,cF12,"[API, Out, JSON ]"
As1Cd1Li1 [4da02ddaa8033149],47.3778,0.0713911,0.237832,30.1033,216 - F43m,cF12,"[API, Out, JSON ]"
As1Cd1Pd5 [e463ab212208604a],150.695,0.18635,0.364617,44.8511,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1Cd1Pt5 [09ce06dcdb3ef9e0],182.313,0.560629,0.360059,56.2765,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1F6Na1 [186c151ef89c59b5],21.9278,5.70076,0.323128,8.79376,225 - Fm3m,cF32,"[API, Out, JSON ]"
As1Fe1Li1 [b225877890e7d442],88.9038,0.765448,0.14712,82.0465,107 - I4mm,tI6,"[API, Out, JSON ]"
As1Hg1Pd5 [6704d32e81b157a2],133.798,0.34573,0.371939,37.4675,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1In1Pt5 [9a904c0549818196],192.079,0.308341,0.350052,64.0018,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1K1Zn1 [4137db87245b8a28],31.3194,1.89639,0.22573,21.0241,187 - P6m2,hP3,"[API, Out, JSON ]"
As1Li1Mg1 [4031522cfc844fe8],48.8778,0.0229184,0.193474,37.6606,216 - F43m,cF12,"[API, Out, JSON ]"
As1Li1Zn1 [3813d81d018f7ced],54.4611,0.0877623,0.187745,42.953,216 - F43m,cF12,"[API, Out, JSON ]"
As1Mg1Pt5 [1cf082788321992c],181.709,0.277535,0.332595,68.4803,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1Mn1Pd2 [80dcd3cbbe104fff],121.706,2.96212,0.413548,22.3304,225 - Fm3m,cF16,"[API, Out, JSON ]"
As1Pd5Tl1 [cb4224749669c8a3],134.482,0.49196,0.343518,46.99,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1Pt5Tl1 [82346e4b792b816d],163.105,1.06914,0.359008,50.7645,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As1Pt5Zn1 [5db348e13594ac27],192.241,0.294008,0.34629,65.8464,123 - P4/mmm,tP7,"[API, Out, JSON ]"
As2Au2Ba2 [75dbc289b5be23c0],50.6578,0.232794,0.250913,30.2616,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Au2Ca2 [0caae8ebce6cd432],59.8568,0.771583,0.293581,28.6543,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Ba1Cu2 [d1246d2705c13619],59.6226,4.61891,0.307948,26.2641,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ba1Pd2 [87269b6c250e4715],76.328,0.325859,0.296461,35.9495,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ba1Zn2 [c69344e41dac1391],49.8972,0.682109,0.276444,26.217,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ba2Cu2 [011791cabef22ceb],51.2146,0.0760792,0.226684,34.2332,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Be2Na2 [f20e761d9e2bd204],45.3944,2.36582,0.201745,33.7987,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Bi2O8 [54bc53f8d5f39ed9],123.527,1.40761,0.358439,38.6177,88 - I41/a,tI24,"[API, Out, JSON ]"
As2C2Nb4 [e9f879ec8eba0b3c],204.666,0.240049,0.256924,118.741,194 - P63/mmc,hP8,"[API, Out, JSON ]"
As2C2V6 [1d7f89469d6c8fea],186.223,3.25432,0.33989,66.7581,63 - Cmcm,oS20,"[API, Out, JSON ]"
As2Ca1Cd2 [c946fe101efdf626],50.6593,0.064521,0.248199,30.6587,164 - P3m1,hP5,"[API, Out, JSON ]"
As2Ca1Fe2 [4e400e23aa9c5627],96.2627,0.428002,0.221497,65.8442,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ca1Mg2 [c316958c47445e01],50.5853,0.0392974,0.210987,36.2179,164 - P3m1,hP5,"[API, Out, JSON ]"
As2Ca1Pd2 [f872b0e46e6d92c1],88.3553,0.307884,0.361033,27.0643,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ca1Ru2 [92b83e5a57097842],102.609,0.805085,0.263972,57.4819,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Ca2Rb2 [35ef9bb6ec3b52f3],21.2268,1.31919,0.282645,10.7912,129 - P4/nmm,tP6,"[API, Out, JSON ]"
As2Cd2K2 [3d43bc3c329d30c7],28.1584,0.20772,0.244177,17.3694,129 - P4/nmm,tP6,"[API, Out, JSON ]"
As2Co2S2 [9089ea2636f2e3b2],116.747,0.298644,0.188192,91.9112,31 - Pmn21,oP6,"[API, Out, JSON ]"
As2Cs1Rh2 [4fc6af9f76608a91],47.4797,1.14935,0.224222,32.087,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Cu2K4 [704ad2430ab50609],22.4376,1.94344,0.296988,10.5362,63 - Cmcm,oS16,"[API, Out, JSON ]"
As2Cu2Sr2 [9054effa1842955a],56.2532,0.283417,0.20802,40.7894,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Dy2O8 [c858bd5114fcd0ac],125.65,1.74589,0.305848,56.0443,141 - I41/amd,tI24,"[API, Out, JSON ]"
As2Fe2Li2 [3dedefbdd9679654],65.92,1.59419,0.207738,47.8561,129 - P4/nmm,tP6,"[API, Out, JSON ]"
As2Hg1O6 [f932f4c3f81cf063],122.942,4.32651,0.35738,38.7526,162 - P31m,hP9,"[API, Out, JSON ]"
As2Hg2K2 [075befb960a6d22f],25.7402,1.48367,0.260318,14.6855,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2K2Mg2 [d42040244c5945cd],27.8327,0.564818,0.223802,18.8445,129 - P4/nmm,tP6,"[API, Out, JSON ]"
As2La1Ni2 [241a0fcda0d3db47],105.678,0.372361,0.262062,59.7709,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Mg2Na2 [9e14958ed53bad27],34.5954,0.509786,0.258671,19.8993,129 - P4/nmm,tP6,"[API, Out, JSON ]"
As2Nb6Te6 [6fe7c7b8f2f5d32e],69.4018,0.234587,0.224974,46.7455,176 - P63/m,hP14,"[API, Out, JSON ]"
As2O8Sc2 [6a69ded2a9eebb6c],137.499,1.0063,0.290516,66.9593,141 - I41/amd,tI24,"[API, Out, JSON ]"
As2O8Tb2 [1cbcaa286984117e],125.898,1.72997,0.310807,54.5138,141 - I41/amd,tI24,"[API, Out, JSON ]"
As2Pb6Zr10 [4edef03cd560c4da],102.192,0.0296438,0.244596,62.9127,193 - P63/mcm,hP18,"[API, Out, JSON ]"
As2Pd2Sr2 [738a4e18ed718fbb],64.811,0.429811,0.318143,26.8249,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Pt2Sr2 [71b6f9571776f069],74.1519,0.588202,0.330995,28.2467,194 - P63/mmc,hP6,"[API, Out, JSON ]"
As2Rb6Se32 [f38425f6bc10cbcc],12.1108,0.313091,0.355881,3.86183,203 - Fd3,cF160,"[API, Out, JSON ]"
As2Rh2Sr1 [e5703b446e685078],55.3483,5.38508,0.299022,25.6896,139 - I4/mmm,tI10,"[API, Out, JSON ]"
As2Sb6Zr10 [8658c446cd864e8b],112.66,0.0563501,0.285044,56.5355,193 - P63/mcm,hP18,"[API, Out, JSON ]"
As3Cr3Ni3 [21b58074defe0c8e],177.818,0.260427,0.340213,63.6009,189 - P62m,hP9,"[API, Out, JSON ]"
As3Hf3Ru3 [ead17e5bd35f4a6b],196.213,0.0244233,0.316694,81.9486,189 - P62m,hP9,"[API, Out, JSON ]"
As3Mn3Ru3 [be8dcdaf3d5b71ae],142.222,0.0515175,0.304881,63.7991,189 - P62m,hP9,"[API, Out, JSON ]"
As3Na3Sr3 [cf4537f3f53c76be],34.647,0.0372362,0.198133,26.1878,189 - P62m,hP9,"[API, Out, JSON ]"
As3Ru3Zr3 [73972349a52d29b1],187.418,0.03936,0.304684,84.1715,189 - P62m,hP9,"[API, Out, JSON ]"
As4Ba4Cd2 [892051d312da93cf],35.1979,0.355119,0.259599,20.153,36 - Cmc21,oS20,"[API, Out, JSON ]"
As4Ca12N4 [67efd716d3fa9ea3],60.0576,0.0280489,0.199897,45.0625,62 - Pnma,oP20,"[API, Out, JSON ]"
As4Ca4Cd2 [38e039bd686640f6],41.9188,0.796409,0.238502,26.5522,36 - Cmc21,oS20,"[API, Out, JSON ]"
As4Cd2Si2 [fece345f75cd938d],59.0903,0.700148,0.278303,30.7442,122 - I42d,tI16,"[API, Out, JSON ]"
As4Cd2Sr4 [faa89ab6ce4e1975],39.3209,0.442409,0.245362,24.1197,36 - Cmc21,oS20,"[API, Out, JSON ]"
As4Co4Nb4 [9ad459e8be4c804d],171.785,0.219886,0.28834,84.6671,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Co4S4 [a38983dee9cb13bf],116.283,0.185008,0.167661,99.2889,29 - Pca21,oP12,"[API, Out, JSON ]"
As4Cu2Er2 [caf2d1d3a9a922c0],91.5268,0.630783,0.247644,55.5383,129 - P4/nmm,tP8,"[API, Out, JSON ]"
As4Cu2Y2 [aa834cb2215d17c2],89.8523,0.663541,0.249899,53.9374,129 - P4/nmm,tP8,"[API, Out, JSON ]"
As4Cu4S4 [e77d9b17b4191e02],63.856,0.836284,0.311277,27.571,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Dy4Ni2 [7888654fd6dfc214],95.7986,0.193626,0.275472,50.5918,194 - P63/mmc,hP10,"[API, Out, JSON ]"
As4Dy4Pd4 [a921e78d42e7f6a6],105.508,0.184166,0.289714,51.6086,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Er2Ni8 [d16ffcf420ffb873],139.315,0.307844,0.308091,61.3166,136 - P42/mnm,tP14,"[API, Out, JSON ]"
As4Er4Pt4 [551e9f720c677f7e],116.274,0.305193,0.316968,48.479,194 - P63/mmc,hP12,"[API, Out, JSON ]"
As4Fe4Nb4 [c9c4cb2648c77793],137.004,1.17705,0.318084,56.7259,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Ge2Mg2 [a030e1a3f3efd9f6],52.4012,0.73549,0.289629,25.6439,122 - I42d,tI16,"[API, Out, JSON ]"
As4Ge2Zn2 [1e854bcce9b490ed],59.0068,0.479047,0.238879,37.311,122 - I42d,tI16,"[API, Out, JSON ]"
As4Ge2Zn2 [c92050f4f517d08b],60.2161,0.490899,0.243636,37.239,122 - I42d,tI16,"[API, Out, JSON ]"
As4Ho4Ni2 [3c8226cd8d9997c6],95.567,0.1898,0.277234,50.0044,194 - P63/mmc,hP10,"[API, Out, JSON ]"
As4Ir4La2 [b6a6138d6b6d1123],150.494,0.150812,0.313025,64.2912,129 - P4/nmm,tP10,"[API, Out, JSON ]"
As4K4Ni2 [99e3ad711c64f777],23.4735,1.31059,0.278544,12.1975,63 - Cmcm,oS20,"[API, Out, JSON ]"
As4La2Rh4 [8d01ef69ec23a15b],129.317,0.175657,0.315746,54.3276,129 - P4/nmm,tP10,"[API, Out, JSON ]"
As4La4Te4 [2f585e73be12e2e6],57.8135,0.335124,0.249271,34.8096,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Nb4Ni4 [14186a06fb066f22],197.202,0.323621,0.330843,75.1961,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Ni2Tb4 [43d640615ca6c455],98.5113,0.173352,0.281825,50.3019,194 - P63/mmc,hP10,"[API, Out, JSON ]"
As4Ni2U2 [d1e40215ad5e42c2],116.908,0.307388,0.297223,54.8241,129 - P4/nmm,tP8,"[API, Out, JSON ]"
As4Ni4U2 [f5dd4ecb4b817141],137.59,0.250307,0.340855,48.9915,129 - P4/nmm,tP10,"[API, Out, JSON ]"
As4O12Sr2 [167e874aca020acc],109.965,0.763878,0.281675,56.1952,193 - P63/mcm,hP18,"[API, Out, JSON ]"
As4Pd20Sb4 [56aa266086fc3805],137.506,0.72725,0.439718,17.2724,227 - Fd3m,cF112,"[API, Out, JSON ]"
As4Pd4Tb4 [3324bfc008dc3a04],105.813,0.163543,0.291268,51.3134,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Rh4Ti4 [c0cb8298c01dc962],176.612,0.173481,0.316133,74.0194,62 - Pnma,oP12,"[API, Out, JSON ]"
As4Sn2Zn2 [69ae2e1adc83ad92],52.224,0.571552,0.259647,29.8945,122 - I42d,tI16,"[API, Out, JSON ]"
As6Ru7U4 [c636c0d6b75ff3c5],164.428,0.0771159,0.280297,84.6489,229 - Im3m,cI34,"[API, Out, JSON ]"
As7Ho2Ni12 [c55d82bdab765f36],152.439,0,0.345384,52.5565,174 - P6,hP21,"[API, Out, JSON ]"
As7Mg6Ni16 [7956955665cb01a7],132.417,5.80E-06,0.323226,53.07,225 - Fm3m,cF116,"[API, Out, JSON ]"
As8Ba4Ge8 [c65eb974665e418b],43.1844,0.258627,0.241386,26.9894,105 - P42mc,tP20,"[API, Out, JSON ]"
As8Ba4Zn8 [615e53b872f6a151],53.0518,0.140043,0.254235,31.1862,62 - Pnma,oP20,"[API, Out, JSON ]"
As8Ca6In4 [3eca17f579df5802],44.1429,0.391525,0.23931,27.8566,58 - Pnnm,oP18,"[API, Out, JSON ]"
As8Na16Ti2 [4077c8c92097fa82],26.6278,0.270487,0.286223,13.277,227 - Fd3m,cF104,"[API, Out, JSON ]"
Au1Bi1Ca1 [d8658d45b42df8d1],48.65,0.107866,0.306706,21.5896,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Bi1Li2 [7d74748bc369b1ea],46.9278,18.8849,0.396551,10.4285,216 - F43m,cF16,"[API, Out, JSON ]"
Au1C2Cs1 [ddb942512473627b],27.0153,63.3464,0.296653,12.7099,123 - P4/mmm,tP4,"[API, Out, JSON ]"
Au1C2K1 [125e84c1acf6f236],33.0677,41.2262,0.284837,16.6129,123 - P4/mmm,tP4,"[API, Out, JSON ]"
Au1C2Li1 [149c2bf1b0f796b1],45.882,35.2488,0.285468,22.9718,187 - P6m2,hP4,"[API, Out, JSON ]"
Au1C2Rb1 [150317ed11b19b25],30.2743,48.851,0.290394,14.7529,123 - P4/mmm,tP4,"[API, Out, JSON ]"
Au1Cd1Sb1 [a20cea625ff11c69],67.9,0.695677,0.416924,11.9432,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Cu4Dy1 [365580c179f6352a],110.878,0.100667,0.406485,22.1162,216 - F43m,cF24,"[API, Out, JSON ]"
Au1Cu4Tb1 [a00cc200e41cf085],110.233,0.563071,0.431218,15.8928,216 - F43m,cF24,"[API, Out, JSON ]"
Au1Dy1Pb1 [16031892971f6857],71.3278,0.129466,0.31241,30.5857,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Er1Ni4 [14bfbd7aeac6a39d],135.511,0.131487,0.277493,70.8077,216 - F43m,cF24,"[API, Out, JSON ]"
Au1Er1Pb1 [41286c1a61130599],73.0389,0.198513,0.314603,30.9018,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Er1Sn1 [357d75b7478ab0b5],81.3389,0.140113,0.308464,35.7198,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Ge1Ho1 [b12c07ba7501f592],84.1333,0.274443,0.344367,29.2195,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Ho1Ni4 [9e82ebd6c0eab17d],128.472,0.101473,0.28024,66.1587,216 - F43m,cF24,"[API, Out, JSON ]"
Au1Ho1Pb1 [dc8f73f2c41a0b95],71.8444,0.156069,0.314271,30.4586,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Ho1Sn1 [1bb893267ac22a19],79.1444,0.0986998,0.309555,34.5292,216 - F43m,cF12,"[API, Out, JSON ]"
Au1In1Li2 [0d38a416d5089125],52.4556,3.32518,0.338878,18.9376,216 - F43m,cF16,"[API, Out, JSON ]"
Au1Li1Sb1 [bdab7ec2c162ee22],51.2167,0.111334,0.463999,3.7784,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Li2Sb1 [d02fa8ced352ee4a],51.7444,8.91489,0.33169,19.6196,216 - F43m,cF16,"[API, Out, JSON ]"
Au1Li2Sn1 [dfeec91885f9fa30],52.2056,4.20131,0.333599,19.542,216 - F43m,cF16,"[API, Out, JSON ]"
Au1Li2Tl1 [26a5e98fb6349d60],42.6333,16.0555,0.387379,10.3824,216 - F43m,cF16,"[API, Out, JSON ]"
Au1Lu1Sn1 [bb5eb41e4ebd752c],80.6389,0.246524,0.30221,36.7443,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Mg1Sn1 [aa9a46b99e02dab5],64.0667,0.181024,0.311651,27.5993,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Mn1Sb1 [6b998687d5f62fe9],73.25,1.65908,0.384811,18.2789,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Mn1Sn1 [811264f479bddf2e],68.0889,0.714874,0.377348,18.1898,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Ni4Tb1 [619c7a441288610c],134.183,0.126508,0.288288,66.1536,216 - F43m,cF24,"[API, Out, JSON ]"
Au1Pb1Tb1 [25be4a59258b7c86],70.9833,0.129881,0.309056,31.0617,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Pb1Y1 [0f293748764683f3],70.3944,0.149144,0.312048,30.2521,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Sc1Sn1 [c4152f4391b750bb],84.8333,0.52008,0.315709,35.6477,216 - F43m,cF12,"[API, Out, JSON ]"
Au1Si1Th1 [8268c40e2a307c24],118.182,0.148368,0.278749,61.3441,187 - P6m2,hP3,"[API, Out, JSON ]"
Au2Ba2P2 [40b2c6432f7f60dc],54.1567,0.136398,0.248172,32.7796,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Ba2Sb2 [a632d17267515e73],43.5731,0.337229,0.247666,26.4373,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Br6Cs2 [cb9d3a6bb24bd9aa],10.9767,1.00441,0.281987,5.60005,139 - I4/mmm,tI20,"[API, Out, JSON ]"
Au2Ca1Ge2 [34bd54f20afe9d90],67.5556,1.26376,0.365777,19.9173,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Ca1Si2 [1bff9153b9d824ba],88.7606,0.57243,0.318896,36.5645,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Ca2In4 [db241509fe7675fc],51.2552,0.620469,0.276634,26.9035,63 - Cmcm,oS16,"[API, Out, JSON ]"
Au2Ca2P2 [fed08e5954523786],67.7393,0.599269,0.283319,34.3122,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Ca2Sb2 [f076c7e30f498d41],50.867,0.858391,0.305603,22.7214,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Ca4N2 [d1c8f9461fb3b1dc],57.6108,0.534303,0.277371,30.1224,63 - Cmcm,oS16,"[API, Out, JSON ]"
Au2Dy1In1 [e56edcb230715dcf],91.3333,2.321,0.385891,22.5602,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2Dy1Si2 [2fc9e57208d036ea],114.791,0.408976,0.324362,45.6709,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Dy2Ge2 [d446f545e0742e02],89.8574,0.23451,0.287843,44.4089,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Dy2Sn2 [d7f164ab4add4aad],76.9205,0.22607,0.2744,40.8505,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Dy2Sn2 [88ca7d55b9ec2013],75.2493,0.427993,0.306099,33.5142,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Er1In1 [a3425026adb15043],92.6944,3.8274,0.398216,20.2433,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2Er2Sn2 [0aa3abe2f6050c39],76.6421,0.198773,0.276761,40.202,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2F8K2 [a3dbb1055706421d],21.8831,0.293492,0.301864,9.99142,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Au2Ga2O4 [dbf7f5fad86c08d0],149.547,2.4561,0.339851,53.625,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Au2Ga2Zr2 [9fe5174d05433162],121.146,0.483389,0.302017,55.264,187 - P6m2,hP6,"[API, Out, JSON ]"
Au2Ge2Sc2 [5e300cf689db5d4c],92.642,0.338423,0.304846,41.5669,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Ge2Tb2 [06f7c928136026db],90.4802,0.180744,0.285268,45.3499,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Ge2Th1 [f6d1939f88399421],99.9986,4.04638,0.424509,15.8982,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Ge2Y2 [42e2cbbf87ace5b3],88.1013,0.209567,0.284909,44.2439,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Ge8Rb6 [3e71628ad5f72310],17.7023,1.6362,0.280467,9.10504,59 - Pmmn,oP16,"[API, Out, JSON ]"
Au2Hf1In1 [b70cd3a6f42425de],127.622,5.97239,0.397149,28.1846,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2Ho1In1 [75b1e638ec9eef1e],91.7889,3.15317,0.392617,21.2332,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2Ho1Si2 [2e575b80a8fe08a0],115.504,0.416643,0.332496,43.5591,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Ho2Sn2 [a7cbc51fd67d5f60],76.3099,0.398845,0.312774,32.6497,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2Ho2Sn2 [64b1b587a7ef4ae6],75.9813,0.229994,0.27397,40.4423,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2In1Tb1 [a5b6a4c476ad49ff],90.3333,1.83681,0.377619,24.0742,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In1Th1 [1752b716519862db],96.9,0.0279909,0.426593,14.9582,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In1Ti1 [1ddfba03085ef884],117.9,13.0676,0.428089,17.8105,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In1U1 [fe6555ffb8a4b61f],79.7778,0.829996,0.397463,17.5608,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In1Y1 [ea83ff99ce49e301],88.7833,2.60285,0.390045,21.0687,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In1Zr1 [ecc597354487e7b8],121.011,6.44925,0.391726,28.2433,225 - Fm3m,cF16,"[API, Out, JSON ]"
Au2In2O4 [98c696d96b75de65],117.662,2.39646,0.365967,34.6362,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Au2K2Se2 [ae82019d3327d870],13.8434,2.26764,0.298715,6.43667,63 - Cmcm,oS12,"[API, Out, JSON ]"
Au2K2Se4 [8c5011c882aac59e],20.217,2.14462,0.299811,9.34114,127 - P4/mbm,tP8,"[API, Out, JSON ]"
Au2K2Te2 [d93ce507eac7c5ec],25.8159,1.61161,0.271844,13.8933,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2La2Pb2 [73a41a1f56157930],60.884,0.298509,0.277707,31.7775,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2O4Rb2 [3a60473b7da3cd36],27.7935,5.68011,0.305435,12.4272,63 - Cmcm,oS16,"[API, Out, JSON ]"
Au2O4Sc2 [03bf7fb7266a64ab],125.637,3.10491,0.357762,39.4848,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Au2O4Y2 [a717615ae8e4b8bb],110.221,4.91868,0.379842,28.7946,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Au2Pb8Rb6 [42509cd1af134043],12.5592,1.22564,0.292768,6.03975,59 - Pmmn,oP16,"[API, Out, JSON ]"
Au2Rb2Te2 [7599b2827de10d20],26.4855,1.07631,0.273013,14.1677,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Au2S4V2 [3f56bd3fc4aec1dc],97.9019,1.55908,0.288796,48.1316,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Au2Sb2Yb2 [741ecbaa7dd404e4],43.4767,1.19611,0.280778,22.3248,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Sc2Si2 [3470b76585047b49],107.238,0.22101,0.269763,58.3337,187 - P6m2,hP6,"[API, Out, JSON ]"
Au2Sc2Sn2 [8cdf3bd5fc62c3a2],78.5059,0.229947,0.309868,34.1863,186 - P63mc,hP6,"[API, Out, JSON ]"
Au2Si2Sr1 [2fa8b5d8106de001],83.4961,0.331965,0.288634,41.0859,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Si2Tb1 [983aba23e9682651],114.352,0.414923,0.318177,47.3193,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Au2Si2Th1 [fed26df5c1b693b0],121.567,0.263083,0.368783,34.9619,139 - I4/mmm,tI10,"[API, Out, JSON ]"
